a,p,q,f,l,T,m,M,
6078488,0.00012,12,7588162,7588162,8:30:01 PM,FALSE,TRUE,20.25
6078489,0.00012,62,7588163,7588163,8:30:01 PM,FALSE,TRUE,20.25
6078490,0.00012,10,7588164,7588164,8:30:01 PM,FALSE,TRUE,20.25
6078491,0.00012,348,7588165,7588165,8:30:01 PM,FALSE,TRUE,20.25
6078492,0.00012,16,7588166,7588166,8:30:01 PM,FALSE,TRUE,20.25
6078493,0.00012,4,7588167,7588167,8:30:01 PM,FALSE,TRUE,20.25
6078494,0.00011994,84,7588168,7588168,8:30:01 PM,TRUE,TRUE,20.19
6078495,0.00012,83,7588169,7588169,8:30:01 PM,FALSE,TRUE,20.25
6078496,0.00011994,9,7588170,7588170,8:30:01 PM,TRUE,TRUE,20.19
6078497,0.00012,42,7588171,7588171,8:30:01 PM,FALSE,TRUE,20.25
6078498,0.00011994,21,7588172,7588172,8:30:01 PM,TRUE,TRUE,20.19
6078499,0.00012,3590,7588173,7588173,8:30:01 PM,FALSE,TRUE,20.25
6078500,0.00012,10,7588174,7588174,8:30:01 PM,FALSE,TRUE,20.25
6078501,0.00012,147,7588175,7588175,8:30:01 PM,FALSE,TRUE,20.25
6078502,0.00012,7891,7588176,7588180,8:30:01 PM,FALSE,TRUE,20.25
6078503,0.00012,1539,7588181,7588183,8:30:02 PM,FALSE,TRUE,20.25
6078504,0.00012,40,7588184,7588184,8:30:02 PM,FALSE,TRUE,20.25
6078505,0.00012,5,7588185,7588185,8:30:02 PM,FALSE,TRUE,20.25
6078506,0.00012,12,7588186,7588186,8:30:02 PM,FALSE,TRUE,20.25
6078507,0.00012,439,7588187,7588187,8:30:02 PM,FALSE,TRUE,20.25
6078508,0.00011994,1,7588188,7588188,8:30:02 PM,TRUE,TRUE,20.19
6078509,0.00012,466,7588189,7588189,8:30:02 PM,FALSE,TRUE,20.25
6078510,0.00012,9,7588190,7588190,8:30:02 PM,FALSE,TRUE,20.25
6078511,0.00012,1,7588191,7588191,8:30:02 PM,FALSE,TRUE,20.25
6078512,0.00012,1,7588192,7588192,8:30:02 PM,FALSE,TRUE,20.25
6078513,0.00012,4,7588193,7588193,8:30:02 PM,FALSE,TRUE,20.25
6078514,0.00011994,55,7588194,7588195,8:30:02 PM,TRUE,TRUE,20.19
6078515,0.00012,23,7588196,7588196,8:30:02 PM,FALSE,TRUE,20.25
6078516,0.00012,3,7588197,7588197,8:30:02 PM,FALSE,TRUE,20.25
6078517,0.00012,3,7588198,7588198,8:30:02 PM,FALSE,TRUE,20.25
6078518,0.00012,768,7588199,7588199,8:30:02 PM,FALSE,TRUE,20.25
6078519,0.00012,8,7588200,7588200,8:30:02 PM,FALSE,TRUE,20.25
6078520,0.00012,1559,7588201,7588201,8:30:02 PM,FALSE,TRUE,20.25
6078521,0.00012,12,7588202,7588202,8:30:02 PM,FALSE,TRUE,20.25
6078522,0.00012,16,7588203,7588203,8:30:02 PM,FALSE,TRUE,20.25
6078523,0.00012,1500,7588204,7588204,8:30:02 PM,FALSE,TRUE,20.25
6078524,0.00012,203,7588205,7588205,8:30:03 PM,FALSE,TRUE,20.25
6078525,0.00012,3,7588206,7588206,8:30:03 PM,FALSE,TRUE,20.25
6078526,0.00012,161,7588207,7588207,8:30:03 PM,FALSE,TRUE,20.25
6078527,0.00012,3,7588208,7588208,8:30:03 PM,FALSE,TRUE,20.25
6078528,0.00012,2422,7588209,7588209,8:30:03 PM,FALSE,TRUE,20.25
6078529,0.00012,77,7588210,7588210,8:30:03 PM,FALSE,TRUE,20.25
6078530,0.00012,22,7588211,7588211,8:30:03 PM,FALSE,TRUE,20.25
6078531,0.00012,4181,7588212,7588226,8:30:03 PM,FALSE,TRUE,20.25
6078532,0.00011994,399,7588227,7588231,8:30:03 PM,TRUE,TRUE,20.19
6078533,0.00012,6,7588232,7588232,8:30:03 PM,FALSE,TRUE,20.25
6078534,0.00012,138,7588233,7588233,8:30:03 PM,FALSE,TRUE,20.25
6078535,0.00012,4,7588234,7588234,8:30:03 PM,FALSE,TRUE,20.25
6078536,0.00012,14,7588235,7588235,8:30:03 PM,FALSE,TRUE,20.25
6078537,0.00011994,263,7588236,7588239,8:30:03 PM,TRUE,TRUE,20.19
6078538,0.00011963,7,7588240,7588240,8:30:03 PM,TRUE,TRUE,19.88
6078539,0.00011851,66,7588241,7588241,8:30:03 PM,TRUE,TRUE,18.76
6078540,0.00011797,6,7588242,7588242,8:30:03 PM,TRUE,TRUE,18.22
6078541,0.00011784,234,7588243,7588243,8:30:03 PM,TRUE,TRUE,18.09
6078542,0.00011856,6,7588244,7588244,8:30:03 PM,FALSE,TRUE,18.81
6078543,0.00011999,234,7588245,7588245,8:30:03 PM,FALSE,TRUE,20.24
6078544,0.00012,1260,7588246,7588246,8:30:03 PM,FALSE,TRUE,20.25
6078545,0.00012,2000,7588247,7588251,8:30:03 PM,FALSE,TRUE,20.25
6078546,0.00011851,16,7588252,7588252,8:30:03 PM,TRUE,TRUE,18.76
6078547,0.00012,16,7588253,7588253,8:30:03 PM,FALSE,TRUE,20.25
6078548,0.00011999,16,7588254,7588254,8:30:03 PM,FALSE,TRUE,20.24
6078549,0.00012,49,7588255,7588255,8:30:03 PM,FALSE,TRUE,20.25
6078550,0.00012,1,7588256,7588256,8:30:03 PM,FALSE,TRUE,20.25
6078551,0.00012,1666,7588257,7588263,8:30:03 PM,FALSE,TRUE,20.25
6078552,0.00012,33,7588264,7588264,8:30:04 PM,FALSE,TRUE,20.25
6078553,0.00012,84,7588265,7588265,8:30:04 PM,FALSE,TRUE,20.25
6078554,0.00012,358,7588266,7588266,8:30:04 PM,FALSE,TRUE,20.25
6078555,0.00012,63,7588267,7588267,8:30:04 PM,FALSE,TRUE,20.25
6078556,0.00012,457.55,7588268,7588272,8:30:04 PM,FALSE,TRUE,20.25
6078557,0.00012052,71,7588273,7588273,8:30:04 PM,FALSE,TRUE,20.77
6078558,0.00012054,193,7588274,7588274,8:30:04 PM,FALSE,TRUE,20.79
6078559,0.00012062,1,7588275,7588275,8:30:04 PM,FALSE,TRUE,20.87
6078560,0.00012076,1397,7588276,7588276,8:30:04 PM,FALSE,TRUE,21.01
6078561,0.00012083,291,7588277,7588277,8:30:04 PM,FALSE,TRUE,21.08
6078562,0.00012089,20,7588278,7588278,8:30:04 PM,FALSE,TRUE,21.14
6078563,0.000121,262.45,7588279,7588279,8:30:04 PM,FALSE,TRUE,21.25
6078564,0.000121,10,7588280,7588280,8:30:04 PM,FALSE,TRUE,21.25
6078565,0.000121,1521.55,7588281,7588282,8:30:04 PM,FALSE,TRUE,21.25
6078566,0.0001211,64.45,7588283,7588283,8:30:04 PM,FALSE,TRUE,21.35
6078567,0.0001211,69.55,7588284,7588284,8:30:04 PM,FALSE,TRUE,21.35
6078568,0.00012112,47,7588285,7588285,8:30:04 PM,FALSE,TRUE,21.37
6078569,0.0001215,63.45,7588286,7588287,8:30:04 PM,FALSE,TRUE,21.76
6078570,0.0001215,1343,7588288,7588288,8:30:04 PM,FALSE,TRUE,21.76
6078571,0.0001215,57,7588289,7588289,8:30:04 PM,FALSE,TRUE,21.76
6078572,0.0001215,59,7588290,7588290,8:30:04 PM,FALSE,TRUE,21.76
6078573,0.0001215,577,7588291,7588291,8:30:04 PM,FALSE,TRUE,21.76
6078574,0.0001215,78,7588292,7588292,8:30:04 PM,FALSE,TRUE,21.76
6078575,0.00011851,12,7588293,7588293,8:30:04 PM,TRUE,TRUE,18.76
6078576,0.0001215,226,7588294,7588294,8:30:04 PM,FALSE,TRUE,21.76
6078577,0.0001215,62,7588295,7588295,8:30:04 PM,FALSE,TRUE,21.76
6078578,0.0001215,72,7588296,7588296,8:30:04 PM,FALSE,TRUE,21.76
6078579,0.0001215,276,7588297,7588297,8:30:04 PM,FALSE,TRUE,21.76
6078580,0.0001215,1422.55,7588298,7588298,8:30:04 PM,FALSE,TRUE,21.76
6078581,0.00012166,440,7588299,7588299,8:30:04 PM,FALSE,TRUE,21.92
6078582,0.000122,2023.45,7588300,7588301,8:30:04 PM,FALSE,TRUE,22.26
6078583,0.000122,41,7588302,7588302,8:30:04 PM,FALSE,TRUE,22.26
6078584,0.000122,1862,7588303,7588303,8:30:04 PM,FALSE,TRUE,22.26
6078585,0.000122,30,7588304,7588304,8:30:04 PM,FALSE,TRUE,22.26
6078586,0.000122,324,7588305,7588305,8:30:04 PM,FALSE,TRUE,22.26
6078587,0.000122,245,7588306,7588306,8:30:04 PM,FALSE,TRUE,22.26
6078588,0.000122,44,7588307,7588307,8:30:04 PM,FALSE,TRUE,22.26
6078589,0.00012109,12,7588308,7588308,8:30:04 PM,FALSE,TRUE,21.34
6078590,0.000122,44,7588309,7588309,8:30:04 PM,FALSE,TRUE,22.26
6078591,0.000122,81,7588310,7588310,8:30:04 PM,FALSE,TRUE,22.26
6078592,0.000122,11464.45,7588311,7588312,8:30:04 PM,FALSE,TRUE,22.26
6078593,0.00012222,12,7588313,7588314,8:30:04 PM,FALSE,TRUE,22.48
6078594,0.00012225,20,7588315,7588315,8:30:04 PM,FALSE,TRUE,22.51
6078595,0.0001226,5,7588316,7588316,8:30:04 PM,FALSE,TRUE,22.86
6078596,0.00012262,4,7588317,7588317,8:30:04 PM,FALSE,TRUE,22.88
6078597,0.00012264,8,7588318,7588318,8:30:04 PM,FALSE,TRUE,22.90
6078598,0.00012265,15,7588319,7588319,8:30:04 PM,FALSE,TRUE,22.91
6078599,0.000123,69,7588320,7588321,8:30:04 PM,FALSE,TRUE,23.26
6078600,0.0001233,100,7588322,7588322,8:30:04 PM,FALSE,TRUE,23.56
6078601,0.0001235,10,7588323,7588323,8:30:04 PM,FALSE,TRUE,23.76
6078602,0.00012384,53,7588324,7588325,8:30:04 PM,FALSE,TRUE,24.10
6078603,0.000124,12,7588326,7588326,8:30:04 PM,FALSE,TRUE,24.26
6078604,0.00012406,94,7588327,7588327,8:30:04 PM,FALSE,TRUE,24.32
6078605,0.00012436,5,7588328,7588328,8:30:04 PM,FALSE,TRUE,24.62
6078606,0.00012441,3517,7588329,7588329,8:30:04 PM,FALSE,TRUE,24.67
6078607,0.00012461,2,7588330,7588330,8:30:04 PM,FALSE,TRUE,24.87
6078608,0.00012476,8,7588331,7588331,8:30:04 PM,FALSE,TRUE,25.02
6078609,0.0001248,8,7588332,7588332,8:30:04 PM,FALSE,TRUE,25.06
6078610,0.00012495,10,7588333,7588333,8:30:04 PM,FALSE,TRUE,25.21
6078611,0.00012497,2167.55,7588334,7588334,8:30:04 PM,FALSE,TRUE,25.23
6078612,0.00012497,228,7588335,7588335,8:30:04 PM,FALSE,TRUE,25.23
6078613,0.00012497,18,7588336,7588336,8:30:04 PM,FALSE,TRUE,25.23
6078614,0.00012497,320,7588337,7588337,8:30:04 PM,FALSE,TRUE,25.23
6078615,0.00012497,147,7588338,7588338,8:30:04 PM,FALSE,TRUE,25.23
6078616,0.00012497,1820,7588339,7588339,8:30:04 PM,FALSE,TRUE,25.23
6078617,0.00012497,106,7588340,7588340,8:30:04 PM,FALSE,TRUE,25.23
6078618,0.00012497,33,7588341,7588341,8:30:04 PM,FALSE,TRUE,25.23
6078619,0.00012497,658,7588342,7588342,8:30:04 PM,FALSE,TRUE,25.23
6078620,0.00012497,37,7588343,7588343,8:30:04 PM,FALSE,TRUE,25.23
6078621,0.00012497,235,7588344,7588344,8:30:04 PM,FALSE,TRUE,25.23
6078622,0.00012497,50,7588345,7588345,8:30:04 PM,FALSE,TRUE,25.23
6078623,0.00012497,62,7588346,7588346,8:30:04 PM,FALSE,TRUE,25.23
6078624,0.00012497,105,7588347,7588347,8:30:04 PM,FALSE,TRUE,25.23
6078625,0.00012497,95,7588348,7588348,8:30:04 PM,FALSE,TRUE,25.23
6078626,0.00012497,13,7588349,7588349,8:30:04 PM,FALSE,TRUE,25.23
6078627,0.00012497,1555,7588350,7588350,8:30:04 PM,FALSE,TRUE,25.23
6078628,0.00012497,462.45,7588351,7588351,8:30:04 PM,FALSE,TRUE,25.23
6078629,0.000125,568.55,7588352,7588363,8:30:04 PM,FALSE,TRUE,25.26
6078630,0.000125,113,7588364,7588364,8:30:04 PM,FALSE,TRUE,25.26
6078631,0.000125,187,7588365,7588365,8:30:04 PM,FALSE,TRUE,25.26
6078632,0.000125,201,7588366,7588366,8:30:04 PM,FALSE,TRUE,25.26
6078633,0.000125,1388.45,7588367,7588369,8:30:04 PM,FALSE,TRUE,25.26
6078634,0.0001253,63,7588370,7588370,8:30:04 PM,FALSE,TRUE,25.56
6078635,0.0001256,1,7588371,7588371,8:30:04 PM,FALSE,TRUE,25.86
6078636,0.00012585,116,7588372,7588372,8:30:04 PM,FALSE,TRUE,26.11
6078637,0.00012599,198,7588373,7588374,8:30:04 PM,FALSE,TRUE,26.26
6078638,0.000126,8,7588375,7588376,8:30:04 PM,FALSE,TRUE,26.27
6078639,0.00012611,7,7588377,7588377,8:30:04 PM,FALSE,TRUE,26.38
6078640,0.00012618,6,7588378,7588378,8:30:04 PM,FALSE,TRUE,26.45
6078641,0.00012633,231,7588379,7588379,8:30:04 PM,FALSE,TRUE,26.60
6078642,0.0001267,44,7588380,7588380,8:30:04 PM,FALSE,TRUE,26.97
6078643,0.0001268,12,7588381,7588381,8:30:04 PM,FALSE,TRUE,27.07
6078644,0.00012685,500,7588382,7588382,8:30:04 PM,FALSE,TRUE,27.12
6078645,0.0001272,4,7588383,7588383,8:30:04 PM,FALSE,TRUE,27.47
6078646,0.00012726,10,7588384,7588384,8:30:04 PM,FALSE,TRUE,27.53
6078647,0.00012741,88,7588385,7588385,8:30:04 PM,FALSE,TRUE,27.68
6078648,0.00012748,1,7588386,7588386,8:30:04 PM,FALSE,TRUE,27.75
6078649,0.0001275,100,7588387,7588387,8:30:04 PM,FALSE,TRUE,27.77
6078650,0.0001276,9,7588388,7588388,8:30:04 PM,FALSE,TRUE,27.87
6078651,0.0001277,50,7588389,7588389,8:30:04 PM,FALSE,TRUE,27.97
6078652,0.00012772,41,7588390,7588390,8:30:04 PM,FALSE,TRUE,27.99
6078653,0.0001278,10,7588391,7588391,8:30:04 PM,FALSE,TRUE,28.07
6078654,0.000128,812,7588392,7588397,8:30:04 PM,FALSE,TRUE,28.27
6078655,0.0001281,383.55,7588398,7588398,8:30:04 PM,FALSE,TRUE,28.37
6078656,0.0001281,165,7588399,7588399,8:30:04 PM,FALSE,TRUE,28.37
6078657,0.0001281,76,7588400,7588400,8:30:04 PM,FALSE,TRUE,28.37
6078658,0.0001281,12,7588401,7588401,8:30:04 PM,FALSE,TRUE,28.37
6078659,0.0001281,64,7588402,7588402,8:30:04 PM,FALSE,TRUE,28.37
6078660,0.0001281,230.45,7588403,7588403,8:30:04 PM,FALSE,TRUE,28.37
6078661,0.00012817,5,7588404,7588404,8:30:04 PM,FALSE,TRUE,28.44
6078662,0.0001284,161,7588405,7588405,8:30:04 PM,FALSE,TRUE,28.67
6078663,0.00012851,26,7588406,7588406,8:30:04 PM,FALSE,TRUE,28.78
6078664,0.00012858,6,7588407,7588407,8:30:04 PM,FALSE,TRUE,28.85
6078665,0.00012871,1091,7588408,7588409,8:30:04 PM,FALSE,TRUE,28.98
6078666,0.0001288,142,7588410,7588410,8:30:04 PM,FALSE,TRUE,29.07
6078667,0.00012887,28,7588411,7588411,8:30:04 PM,FALSE,TRUE,29.14
6078668,0.0001289,150,7588412,7588412,8:30:04 PM,FALSE,TRUE,29.17
6078669,0.000129,39,7588413,7588414,8:30:04 PM,FALSE,TRUE,29.27
6078670,0.00012929,14,7588415,7588415,8:30:04 PM,FALSE,TRUE,29.56
6078671,0.00012936,8,7588416,7588416,8:30:04 PM,FALSE,TRUE,29.63
6078672,0.0001294,9.26,7588417,7588417,8:30:04 PM,FALSE,TRUE,29.67
6078673,0.0001296,77,7588418,7588427,8:30:04 PM,FALSE,TRUE,29.87
6078674,0.00012979,16,7588428,7588428,8:30:04 PM,FALSE,TRUE,30.06
6078675,0.0001298,44.24,7588429,7588429,8:30:04 PM,FALSE,TRUE,30.07
6078676,0.00012981,1,7588430,7588430,8:30:04 PM,FALSE,TRUE,30.08
6078677,0.0001299,3,7588431,7588431,8:30:04 PM,FALSE,TRUE,30.17
6078678,0.00012996,4,7588432,7588432,8:30:04 PM,FALSE,TRUE,30.23
6078679,0.00013,1139.05,7588433,7588441,8:30:04 PM,FALSE,TRUE,30.27
6078680,0.000125,21,7588442,7588443,8:30:04 PM,FALSE,TRUE,25.26
6078681,0.00013,33,7588444,7588444,8:30:04 PM,FALSE,TRUE,30.27
6078682,0.00013,25,7588445,7588445,8:30:04 PM,FALSE,TRUE,30.27
6078683,0.00013,301,7588446,7588446,8:30:04 PM,FALSE,TRUE,30.27
6078684,0.00013,12,7588447,7588447,8:30:04 PM,FALSE,TRUE,30.27
6078685,0.00013,226,7588448,7588448,8:30:04 PM,FALSE,TRUE,30.27
6078686,0.00013,13,7588449,7588449,8:30:04 PM,FALSE,TRUE,30.27
6078687,0.00013,43,7588450,7588450,8:30:04 PM,FALSE,TRUE,30.27
6078688,0.00013,93,7588451,7588451,8:30:04 PM,FALSE,TRUE,30.27
6078689,0.00013,4,7588452,7588452,8:30:04 PM,FALSE,TRUE,30.27
6078690,0.00013,8140,7588453,7588458,8:30:04 PM,FALSE,TRUE,30.27
6078691,0.00013,940,7588459,7588459,8:30:04 PM,FALSE,TRUE,30.27
6078692,0.00013,153,7588460,7588460,8:30:04 PM,FALSE,TRUE,30.27
6078693,0.00013,46,7588461,7588461,8:30:04 PM,FALSE,TRUE,30.27
6078694,0.00013,272,7588462,7588462,8:30:04 PM,FALSE,TRUE,30.27
6078695,0.00013,11,7588463,7588463,8:30:04 PM,FALSE,TRUE,30.27
6078696,0.00013,135,7588464,7588464,8:30:04 PM,FALSE,TRUE,30.27
6078697,0.00013,15,7588465,7588465,8:30:04 PM,FALSE,TRUE,30.27
6078698,0.00013,6,7588466,7588466,8:30:04 PM,FALSE,TRUE,30.27
6078699,0.00013,90,7588467,7588467,8:30:04 PM,FALSE,TRUE,30.27
6078700,0.00013,81,7588468,7588468,8:30:04 PM,FALSE,TRUE,30.27
6078701,0.00013,342,7588469,7588469,8:30:04 PM,FALSE,TRUE,30.27
6078702,0.00013,60,7588470,7588470,8:30:04 PM,FALSE,TRUE,30.27
6078703,0.00013,39,7588471,7588471,8:30:04 PM,FALSE,TRUE,30.27
6078704,0.00013,376,7588472,7588472,8:30:04 PM,FALSE,TRUE,30.27
6078705,0.00013,40,7588473,7588473,8:30:04 PM,FALSE,TRUE,30.27
6078706,0.00013,56,7588474,7588474,8:30:04 PM,FALSE,TRUE,30.27
6078707,0.00013,11,7588475,7588475,8:30:04 PM,FALSE,TRUE,30.27
6078708,0.00013,795,7588476,7588476,8:30:04 PM,FALSE,TRUE,30.27
6078709,0.00013,150,7588477,7588477,8:30:04 PM,FALSE,TRUE,30.27
6078710,0.00013,144,7588478,7588478,8:30:04 PM,FALSE,TRUE,30.27
6078711,0.00013,18,7588479,7588479,8:30:04 PM,FALSE,TRUE,30.27
6078712,0.00013,42,7588480,7588480,8:30:04 PM,FALSE,TRUE,30.27
6078713,0.00013,2,7588481,7588481,8:30:04 PM,FALSE,TRUE,30.27
6078714,0.00013,27,7588482,7588482,8:30:04 PM,FALSE,TRUE,30.27
6078715,0.00013,142,7588483,7588483,8:30:04 PM,FALSE,TRUE,30.27
6078716,0.00013,276,7588484,7588484,8:30:04 PM,FALSE,TRUE,30.27
6078717,0.00013,30,7588485,7588485,8:30:04 PM,FALSE,TRUE,30.27
6078718,0.00013,165,7588486,7588486,8:30:04 PM,FALSE,TRUE,30.27
6078719,0.00013,1,7588487,7588487,8:30:04 PM,FALSE,TRUE,30.27
6078720,0.00013,266,7588488,7588488,8:30:04 PM,FALSE,TRUE,30.27
6078721,0.00013,292,7588489,7588489,8:30:04 PM,FALSE,TRUE,30.27
6078722,0.00013,105,7588490,7588490,8:30:04 PM,FALSE,TRUE,30.27
6078723,0.00013,6,7588491,7588491,8:30:04 PM,FALSE,TRUE,30.27
6078724,0.00013,267,7588492,7588492,8:30:04 PM,FALSE,TRUE,30.27
6078725,0.00013,22,7588493,7588493,8:30:04 PM,FALSE,TRUE,30.27
6078726,0.00013,65,7588494,7588494,8:30:04 PM,FALSE,TRUE,30.27
6078727,0.00013,78,7588495,7588495,8:30:04 PM,FALSE,TRUE,30.27
6078728,0.00013,1,7588496,7588496,8:30:04 PM,FALSE,TRUE,30.27
6078729,0.00013,69,7588497,7588497,8:30:04 PM,FALSE,TRUE,30.27
6078730,0.00013,1818,7588498,7588503,8:30:04 PM,FALSE,TRUE,30.27
6078731,0.00013,1011,7588504,7588504,8:30:04 PM,FALSE,TRUE,30.27
6078732,0.00013,11,7588505,7588505,8:30:04 PM,FALSE,TRUE,30.27
6078733,0.00013,89,7588506,7588506,8:30:04 PM,FALSE,TRUE,30.27
6078734,0.00013,75,7588507,7588507,8:30:04 PM,FALSE,TRUE,30.27
6078735,0.00013,41,7588508,7588508,8:30:04 PM,FALSE,TRUE,30.27
6078736,0.00013,20,7588509,7588509,8:30:04 PM,FALSE,TRUE,30.27
6078737,0.00013,97,7588510,7588510,8:30:04 PM,FALSE,TRUE,30.27
6078738,0.00013,78,7588511,7588511,8:30:04 PM,FALSE,TRUE,30.27
6078739,0.00013,379.6,7588512,7588512,8:30:04 PM,FALSE,TRUE,30.27
6078740,0.00013016,39,7588513,7588513,8:30:04 PM,FALSE,TRUE,30.43
6078741,0.00013037,13,7588514,7588514,8:30:04 PM,FALSE,TRUE,30.64
6078742,0.0001305,17,7588515,7588515,8:30:04 PM,FALSE,TRUE,30.77
6078743,0.00013051,12,7588516,7588516,8:30:04 PM,FALSE,TRUE,30.78
6078744,0.000131,75.4,7588517,7588517,8:30:04 PM,FALSE,TRUE,31.28
6078745,0.000131,29,7588518,7588518,8:30:04 PM,FALSE,TRUE,31.28
6078746,0.000131,36,7588519,7588519,8:30:04 PM,FALSE,TRUE,31.28
6078747,0.000131,8.6,7588520,7588520,8:30:04 PM,FALSE,TRUE,31.28
6078748,0.00013122,12,7588521,7588521,8:30:04 PM,FALSE,TRUE,31.50
6078749,0.0001313,60,7588522,7588523,8:30:04 PM,FALSE,TRUE,31.58
6078750,0.00013147,4,7588524,7588524,8:30:04 PM,FALSE,TRUE,31.75
6078751,0.0001315,400,7588525,7588525,8:30:04 PM,FALSE,TRUE,31.78
6078752,0.00013179,38,7588526,7588526,8:30:04 PM,FALSE,TRUE,32.07
6078753,0.000132,2093,7588527,7588543,8:30:04 PM,FALSE,TRUE,32.28
6078754,0.00013209,12,7588544,7588544,8:30:04 PM,FALSE,TRUE,32.37
6078755,0.0001322,57,7588545,7588545,8:30:04 PM,FALSE,TRUE,32.48
6078756,0.00013224,7,7588546,7588546,8:30:04 PM,FALSE,TRUE,32.52
6078757,0.00013231,6,7588547,7588547,8:30:04 PM,FALSE,TRUE,32.59
6078758,0.0001325,195,7588548,7588548,8:30:04 PM,FALSE,TRUE,32.78
6078759,0.0001326,5,7588549,7588549,8:30:04 PM,FALSE,TRUE,32.88
6078760,0.00013288,20,7588550,7588550,8:30:04 PM,FALSE,TRUE,33.16
6078761,0.0001329,12,7588551,7588551,8:30:04 PM,FALSE,TRUE,33.18
6078762,0.00013292,263,7588552,7588552,8:30:04 PM,FALSE,TRUE,33.20
6078763,0.00013297,47,7588553,7588553,8:30:04 PM,FALSE,TRUE,33.25
6078764,0.0001331,10,7588554,7588554,8:30:04 PM,FALSE,TRUE,33.38
6078765,0.00013311,27,7588555,7588555,8:30:04 PM,FALSE,TRUE,33.39
6078766,0.00013316,8,7588556,7588556,8:30:04 PM,FALSE,TRUE,33.44
6078767,0.00013328,21,7588557,7588557,8:30:04 PM,FALSE,TRUE,33.56
6078768,0.0001333,100,7588558,7588558,8:30:04 PM,FALSE,TRUE,33.58
6078769,0.00013333,28,7588559,7588559,8:30:04 PM,FALSE,TRUE,33.61
6078770,0.00013366,121.4,7588560,7588560,8:30:04 PM,FALSE,TRUE,33.94
6078771,0.0001312,41,7588561,7588561,8:30:04 PM,FALSE,TRUE,31.48
6078772,0.000132,291,7588562,7588562,8:30:04 PM,FALSE,TRUE,32.28
6078773,0.000132,181,7588563,7588563,8:30:04 PM,FALSE,TRUE,32.28
6078774,0.000132,438,7588564,7588564,8:30:04 PM,FALSE,TRUE,32.28
6078775,0.000132,274,7588565,7588565,8:30:04 PM,FALSE,TRUE,32.28
6078776,0.000132,757,7588566,7588566,8:30:04 PM,FALSE,TRUE,32.28
6078777,0.000132,21,7588567,7588567,8:30:04 PM,FALSE,TRUE,32.28
6078778,0.000132,34,7588568,7588568,8:30:04 PM,FALSE,TRUE,32.28
6078779,0.000132,1608,7588569,7588569,8:30:04 PM,FALSE,TRUE,32.28
6078780,0.00013366,127.6,7588570,7588570,8:30:04 PM,FALSE,TRUE,33.94
6078781,0.000134,9,7588571,7588571,8:30:04 PM,FALSE,TRUE,34.28
6078782,0.00013417,15,7588572,7588572,8:30:04 PM,FALSE,TRUE,34.45
6078783,0.00013418,308,7588573,7588573,8:30:04 PM,FALSE,TRUE,34.46
6078784,0.0001342,822.4,7588574,7588574,8:30:04 PM,FALSE,TRUE,34.48
6078785,0.000134,14,7588575,7588575,8:30:04 PM,FALSE,TRUE,34.28
6078786,0.0001342,108.6,7588576,7588576,8:30:04 PM,FALSE,TRUE,34.48
6078787,0.00013447,13,7588577,7588577,8:30:04 PM,FALSE,TRUE,34.75
6078788,0.00013454,215.4,7588578,7588578,8:30:04 PM,FALSE,TRUE,34.82
6078789,0.00013454,9.6,7588579,7588579,8:30:04 PM,FALSE,TRUE,34.82
6078790,0.00013456,4,7588580,7588580,8:30:04 PM,FALSE,TRUE,34.84
6078791,0.0001346,18,7588581,7588582,8:30:04 PM,FALSE,TRUE,34.88
6078792,0.00013466,54.4,7588583,7588583,8:30:04 PM,FALSE,TRUE,34.94
6078793,0.00013466,14,7588584,7588584,8:30:04 PM,FALSE,TRUE,34.94
6078794,0.00013466,36,7588585,7588585,8:30:04 PM,FALSE,TRUE,34.94
6078795,0.00013466,45.6,7588586,7588586,8:30:04 PM,FALSE,TRUE,34.94
6078796,0.0001347,9,7588587,7588587,8:30:04 PM,FALSE,TRUE,34.98
6078797,0.00013485,249,7588588,7588588,8:30:04 PM,FALSE,TRUE,35.13
6078798,0.000135,10.4,7588589,7588590,8:30:04 PM,FALSE,TRUE,35.28
6078799,0.000135,162,7588591,7588591,8:30:04 PM,FALSE,TRUE,35.28
6078800,0.000135,45,7588592,7588592,8:30:04 PM,FALSE,TRUE,35.28
6078801,0.000135,236,7588593,7588596,8:30:04 PM,FALSE,TRUE,35.28
6078802,0.000135,40,7588597,7588597,8:30:04 PM,FALSE,TRUE,35.28
6078803,0.000135,1017.6,7588598,7588599,8:30:04 PM,FALSE,TRUE,35.28
6078804,0.0001351,18,7588600,7588601,8:30:04 PM,FALSE,TRUE,35.38
6078805,0.0001352,3,7588602,7588602,8:30:04 PM,FALSE,TRUE,35.48
6078806,0.00013521,12,7588603,7588603,8:30:04 PM,FALSE,TRUE,35.49
6078807,0.0001353,55,7588604,7588607,8:30:04 PM,FALSE,TRUE,35.58
6078808,0.0001355,3.88,7588608,7588608,8:30:04 PM,FALSE,TRUE,35.79
6078809,0.00013564,747,7588609,7588609,8:30:04 PM,FALSE,TRUE,35.93
6078810,0.0001358,78,7588610,7588611,8:30:04 PM,FALSE,TRUE,36.09
6078811,0.000136,220,7588612,7588612,8:30:04 PM,FALSE,TRUE,36.29
6078812,0.00013605,249,7588613,7588613,8:30:04 PM,FALSE,TRUE,36.34
6078813,0.0001361,9,7588614,7588614,8:30:04 PM,FALSE,TRUE,36.39
