a,p,q,f,l,T,m,M,
6097554,0.00020196,71,7617887,7617889,8:30:32 PM,FALSE,TRUE,102.39
6097555,0.00020196,2,7617890,7617890,8:30:32 PM,FALSE,TRUE,102.39
6097556,0.00020196,14,7617891,7617891,8:30:32 PM,FALSE,TRUE,102.39
6097557,0.0002048,73,7617892,7617899,8:30:32 PM,FALSE,TRUE,105.23
6097558,0.00018721,2,7617900,7617900,8:30:32 PM,TRUE,TRUE,87.60
6097559,0.00020195,74,7617901,7617901,8:30:32 PM,FALSE,TRUE,102.37
6097560,0.00020195,3,7617902,7617902,8:30:32 PM,FALSE,TRUE,102.37
6097561,0.00018721,36,7617903,7617903,8:30:32 PM,TRUE,TRUE,87.60
6097562,0.00018593,59,7617904,7617904,8:30:32 PM,TRUE,TRUE,86.32
6097563,0.00019448,3,7617905,7617905,8:30:32 PM,FALSE,TRUE,94.89
6097564,0.00019448,49,7617906,7617906,8:30:32 PM,FALSE,TRUE,94.89
6097565,0.00020195,120,7617907,7617907,8:30:32 PM,FALSE,TRUE,102.37
6097566,0.0002048,20,7617908,7617910,8:30:32 PM,FALSE,TRUE,105.23
6097567,0.00021891,292,7617911,7617914,8:30:32 PM,FALSE,TRUE,119.37
6097568,0.00021891,9,7617915,7617915,8:30:32 PM,FALSE,TRUE,119.37
6097569,0.00021891,1,7617916,7617916,8:30:32 PM,FALSE,TRUE,119.37
6097570,0.00021891,223,7617917,7617918,8:30:32 PM,FALSE,TRUE,119.37
6097571,0.00018722,1,7617919,7617919,8:30:32 PM,TRUE,TRUE,87.61
6097572,0.00021891,150,7617920,7617921,8:30:32 PM,FALSE,TRUE,119.37
6097573,0.00018722,115,7617922,7617922,8:30:32 PM,TRUE,TRUE,87.61
6097574,0.00021891,1,7617923,7617923,8:30:32 PM,FALSE,TRUE,119.37
6097575,0.0002189,29,7617924,7617924,8:30:32 PM,FALSE,TRUE,119.36
6097576,0.0002189,69,7617925,7617925,8:30:32 PM,FALSE,TRUE,119.36
6097577,0.00021891,19,7617926,7617926,8:30:32 PM,FALSE,TRUE,119.37
6097578,0.00021891,6,7617927,7617927,8:30:32 PM,FALSE,TRUE,119.37
6097579,0.00021892,2,7617928,7617928,8:30:32 PM,FALSE,TRUE,119.38
6097580,0.00021896,16,7617929,7617929,8:30:32 PM,FALSE,TRUE,119.42
6097581,0.00020175,28,7617930,7617930,8:30:32 PM,TRUE,TRUE,102.17
6097582,0.00019,5,7617931,7617931,8:30:32 PM,TRUE,TRUE,90.40
6097583,0.00018992,1,7617932,7617932,8:30:32 PM,TRUE,TRUE,90.32
6097584,0.0001881,2,7617933,7617933,8:30:32 PM,TRUE,TRUE,88.50
6097585,0.00018593,77,7617934,7617934,8:30:32 PM,TRUE,TRUE,86.32
6097586,0.00018593,2,7617935,7617935,8:30:32 PM,TRUE,TRUE,86.32
6097587,0.0002019,41,7617936,7617941,8:30:32 PM,FALSE,TRUE,102.32
6097588,0.0002019,1,7617942,7617942,8:30:32 PM,FALSE,TRUE,102.32
6097589,0.00018593,73,7617943,7617943,8:30:32 PM,TRUE,TRUE,86.32
6097590,0.0002019,4,7617944,7617944,8:30:32 PM,FALSE,TRUE,102.32
6097591,0.0002019,26,7617945,7617948,8:30:32 PM,FALSE,TRUE,102.32
6097592,0.00021896,23,7617949,7617949,8:30:32 PM,FALSE,TRUE,119.42
6097593,0.00021896,8,7617950,7617950,8:30:32 PM,FALSE,TRUE,119.42
6097594,0.00021896,15,7617951,7617952,8:30:32 PM,FALSE,TRUE,119.42
6097595,0.00021896,17,7617953,7617953,8:30:32 PM,FALSE,TRUE,119.42
6097596,0.00020176,91,7617954,7617954,8:30:32 PM,TRUE,TRUE,102.18
6097597,0.00020176,96,7617955,7617955,8:30:32 PM,TRUE,TRUE,102.18
6097598,0.00021889,1,7617956,7617956,8:30:32 PM,FALSE,TRUE,119.35
6097599,0.00021896,1,7617957,7617957,8:30:32 PM,FALSE,TRUE,119.42
6097600,0.00021896,14,7617958,7617958,8:30:32 PM,FALSE,TRUE,119.42
6097601,0.00020176,87,7617959,7617959,8:30:32 PM,TRUE,TRUE,102.18
6097602,0.00019207,48,7617960,7617960,8:30:32 PM,TRUE,TRUE,92.47
6097603,0.00021896,10,7617961,7617961,8:30:32 PM,FALSE,TRUE,119.42
6097604,0.00019207,13,7617962,7617962,8:30:32 PM,TRUE,TRUE,92.47
6097605,0.00021888,4,7617963,7617963,8:30:32 PM,FALSE,TRUE,119.34
6097606,0.00019207,10,7617964,7617964,8:30:32 PM,TRUE,TRUE,92.47
6097607,0.00021888,112,7617965,7617965,8:30:32 PM,FALSE,TRUE,119.34
6097608,0.00021896,18,7617966,7617966,8:30:32 PM,FALSE,TRUE,119.42
6097609,0.00021897,18,7617967,7617967,8:30:32 PM,FALSE,TRUE,119.43
6097610,0.00019207,8,7617968,7617968,8:30:32 PM,TRUE,TRUE,92.47
6097611,0.00021897,4,7617969,7617969,8:30:32 PM,FALSE,TRUE,119.43
6097612,0.00021897,34,7617970,7617970,8:30:32 PM,FALSE,TRUE,119.43
6097613,0.00019208,17,7617971,7617971,8:30:32 PM,TRUE,TRUE,92.48
6097614,0.00021897,890,7617972,7617977,8:30:32 PM,FALSE,TRUE,119.43
6097615,0.00021997,138,7617978,7617987,8:30:32 PM,FALSE,TRUE,120.43
6097616,0.00022011,957,7617988,7617996,8:30:32 PM,FALSE,TRUE,120.57
6097617,0.00022014,1557,7617997,7618006,8:30:32 PM,FALSE,TRUE,120.60
6097618,0.00022051,19,7618007,7618007,8:30:32 PM,FALSE,TRUE,120.97
6097619,0.00022051,11,7618008,7618008,8:30:32 PM,FALSE,TRUE,120.97
6097620,0.00019208,4,7618009,7618009,8:30:32 PM,TRUE,TRUE,92.48
6097621,0.00021889,1,7618010,7618010,8:30:32 PM,FALSE,TRUE,119.35
6097622,0.00022051,99,7618011,7618012,8:30:32 PM,FALSE,TRUE,120.97
6097623,0.00022051,9,7618013,7618013,8:30:32 PM,FALSE,TRUE,120.97
6097624,0.00022051,1,7618014,7618014,8:30:32 PM,FALSE,TRUE,120.97
6097625,0.00022051,8,7618015,7618015,8:30:32 PM,FALSE,TRUE,120.97
6097626,0.00019244,7,7618016,7618016,8:30:32 PM,TRUE,TRUE,92.84
6097627,0.00022051,9,7618017,7618017,8:30:32 PM,FALSE,TRUE,120.97
6097628,0.00019782,26,7618018,7618021,8:30:32 PM,TRUE,TRUE,98.24
6097629,0.00022051,13,7618022,7618022,8:30:32 PM,FALSE,TRUE,120.97
6097630,0.00022051,1,7618023,7618023,8:30:32 PM,FALSE,TRUE,120.97
6097631,0.00022051,2,7618024,7618024,8:30:32 PM,FALSE,TRUE,120.97
6097632,0.00019782,5,7618025,7618025,8:30:32 PM,TRUE,TRUE,98.24
6097633,0.00022051,12,7618026,7618026,8:30:32 PM,FALSE,TRUE,120.97
6097634,0.00022051,4,7618027,7618027,8:30:32 PM,FALSE,TRUE,120.97
6097635,0.00021896,40,7618028,7618028,8:30:32 PM,FALSE,TRUE,119.42
6097636,0.00021896,43,7618029,7618029,8:30:32 PM,FALSE,TRUE,119.42
6097637,0.00019782,44,7618030,7618036,8:30:32 PM,TRUE,TRUE,98.24
6097638,0.00019247,659,7618037,7618037,8:30:32 PM,TRUE,TRUE,92.88
6097639,0.00019244,86,7618038,7618047,8:30:32 PM,TRUE,TRUE,92.84
6097640,0.00019208,253,7618048,7618048,8:30:32 PM,TRUE,TRUE,92.48
6097641,0.00019207,25,7618049,7618049,8:30:32 PM,TRUE,TRUE,92.47
6097642,0.00019012,131,7618050,7618059,8:30:32 PM,TRUE,TRUE,90.52
6097643,0.00019,38,7618060,7618061,8:30:32 PM,TRUE,TRUE,90.40
6097644,0.00019,1,7618062,7618062,8:30:32 PM,FALSE,TRUE,90.40
6097645,0.00019,53,7618063,7618063,8:30:32 PM,FALSE,TRUE,90.40
6097646,0.00018593,2,7618064,7618064,8:30:32 PM,TRUE,TRUE,86.32
6097647,0.00019,49,7618065,7618065,8:30:32 PM,FALSE,TRUE,90.40
6097648,0.00019,1,7618066,7618066,8:30:32 PM,FALSE,TRUE,90.40
6097649,0.00019,14,7618067,7618067,8:30:32 PM,FALSE,TRUE,90.40
6097650,0.00019,3,7618068,7618068,8:30:32 PM,FALSE,TRUE,90.40
6097651,0.00019,1127,7618069,7618069,8:30:32 PM,FALSE,TRUE,90.40
6097652,0.00018929,3,7618070,7618070,8:30:32 PM,TRUE,TRUE,89.69
6097653,0.00019,47,7618071,7618071,8:30:32 PM,FALSE,TRUE,90.40
6097654,0.00019,24,7618072,7618072,8:30:32 PM,FALSE,TRUE,90.40
6097655,0.00019,1,7618073,7618073,8:30:32 PM,FALSE,TRUE,90.40
6097656,0.00019,664,7618074,7618074,8:30:32 PM,FALSE,TRUE,90.40
6097657,0.00019,25,7618075,7618075,8:30:32 PM,FALSE,TRUE,90.40
6097658,0.00018929,49,7618076,7618076,8:30:32 PM,TRUE,TRUE,89.69
6097659,0.00018594,233,7618077,7618077,8:30:32 PM,TRUE,TRUE,86.33
6097660,0.00018594,12,7618078,7618078,8:30:32 PM,TRUE,TRUE,86.33
6097661,0.00018594,70,7618079,7618079,8:30:32 PM,TRUE,TRUE,86.33
6097662,0.00018593,203,7618080,7618080,8:30:32 PM,TRUE,TRUE,86.32
6097663,0.00019,3,7618081,7618081,8:30:32 PM,FALSE,TRUE,90.40
6097664,0.00018999,208,7618082,7618082,8:30:32 PM,FALSE,TRUE,90.39
6097665,0.00019,377,7618083,7618083,8:30:32 PM,FALSE,TRUE,90.40
6097666,0.00019,949,7618084,7618084,8:30:32 PM,FALSE,TRUE,90.40
6097667,0.00019,3,7618085,7618085,8:30:32 PM,FALSE,TRUE,90.40
6097668,0.00019,121,7618086,7618086,8:30:32 PM,FALSE,TRUE,90.40
6097669,0.00019,2,7618087,7618087,8:30:32 PM,FALSE,TRUE,90.40
6097670,0.00018593,2,7618088,7618088,8:30:32 PM,TRUE,TRUE,86.32
6097671,0.00019,14,7618089,7618089,8:30:32 PM,FALSE,TRUE,90.40
6097672,0.00019,18,7618090,7618090,8:30:32 PM,FALSE,TRUE,90.40
6097673,0.00019,1006,7618091,7618091,8:30:32 PM,FALSE,TRUE,90.40
6097674,0.00019,3,7618092,7618092,8:30:32 PM,FALSE,TRUE,90.40
6097675,0.00019,3,7618093,7618093,8:30:32 PM,FALSE,TRUE,90.40
6097676,0.00018999,263,7618094,7618094,8:30:32 PM,FALSE,TRUE,90.39
6097677,0.00018999,14,7618095,7618095,8:30:32 PM,FALSE,TRUE,90.39
6097678,0.00018999,267,7618096,7618096,8:30:32 PM,FALSE,TRUE,90.39
6097679,0.00018761,77,7618097,7618097,8:30:32 PM,TRUE,TRUE,88.00
6097680,0.00018999,2,7618098,7618098,8:30:32 PM,FALSE,TRUE,90.39
6097681,0.00018999,2,7618099,7618099,8:30:32 PM,FALSE,TRUE,90.39
6097682,0.00018999,24,7618100,7618100,8:30:32 PM,FALSE,TRUE,90.39
6097683,0.00019,74,7618101,7618101,8:30:32 PM,FALSE,TRUE,90.40
6097684,0.00018761,29,7618102,7618102,8:30:32 PM,TRUE,TRUE,88.00
6097685,0.00018594,41,7618103,7618103,8:30:32 PM,TRUE,TRUE,86.33
6097686,0.00019,5,7618104,7618104,8:30:32 PM,FALSE,TRUE,90.40
6097687,0.00019,5,7618105,7618105,8:30:32 PM,FALSE,TRUE,90.40
6097688,0.00019,13,7618106,7618106,8:30:32 PM,FALSE,TRUE,90.40
6097689,0.00019,8,7618107,7618107,8:30:32 PM,FALSE,TRUE,90.40
6097690,0.00018594,9,7618108,7618108,8:30:32 PM,TRUE,TRUE,86.33
6097691,0.00019,1,7618109,7618109,8:30:32 PM,FALSE,TRUE,90.40
6097692,0.00019,145,7618110,7618110,8:30:32 PM,FALSE,TRUE,90.40
6097693,0.00018594,5,7618111,7618111,8:30:32 PM,TRUE,TRUE,86.33
6097694,0.00019,8,7618112,7618112,8:30:32 PM,FALSE,TRUE,90.40
6097695,0.00019,10,7618113,7618113,8:30:32 PM,FALSE,TRUE,90.40
6097696,0.00019,9,7618114,7618114,8:30:32 PM,FALSE,TRUE,90.40
6097697,0.00019,2,7618115,7618115,8:30:32 PM,FALSE,TRUE,90.40
6097698,0.00019,32,7618116,7618116,8:30:32 PM,FALSE,TRUE,90.40
6097699,0.00019,20,7618117,7618117,8:30:32 PM,FALSE,TRUE,90.40
6097700,0.00018594,234,7618118,7618118,8:30:32 PM,TRUE,TRUE,86.33
6097701,0.00019,11,7618119,7618119,8:30:32 PM,FALSE,TRUE,90.40
6097702,0.00018594,26,7618120,7618120,8:30:32 PM,TRUE,TRUE,86.33
6097703,0.00018593,216,7618121,7618121,8:30:32 PM,TRUE,TRUE,86.32
6097704,0.00018593,3,7618122,7618122,8:30:32 PM,TRUE,TRUE,86.32
6097705,0.00018999,16,7618123,7618123,8:30:32 PM,FALSE,TRUE,90.39
6097706,0.00018593,18,7618124,7618124,8:30:32 PM,TRUE,TRUE,86.32
6097707,0.00018999,39,7618125,7618125,8:30:32 PM,FALSE,TRUE,90.39
6097708,0.00019,2039,7618126,7618126,8:30:32 PM,FALSE,TRUE,90.40
6097709,0.00019,26,7618127,7618127,8:30:32 PM,FALSE,TRUE,90.40
6097710,0.00019,355,7618128,7618128,8:30:32 PM,FALSE,TRUE,90.40
6097711,0.00018593,6,7618129,7618129,8:30:32 PM,TRUE,TRUE,86.32
6097712,0.00018593,681,7618130,7618130,8:30:32 PM,TRUE,TRUE,86.32
6097713,0.0001858,59,7618131,7618131,8:30:32 PM,TRUE,TRUE,86.19
6097714,0.00018358,342,7618132,7618132,8:30:32 PM,TRUE,TRUE,83.97
6097715,0.00018245,547,7618133,7618142,8:30:32 PM,TRUE,TRUE,82.83
6097716,0.00018241,71,7618143,7618151,8:30:32 PM,TRUE,TRUE,82.79
6097717,0.00017989,109,7618152,7618156,8:30:32 PM,TRUE,TRUE,80.27
6097718,0.00017894,4,7618157,7618157,8:30:32 PM,TRUE,TRUE,79.32
6097719,0.0001776,39,7618158,7618158,8:30:32 PM,TRUE,TRUE,77.97
6097720,0.00017671,68,7618159,7618168,8:30:32 PM,TRUE,TRUE,77.08
6097721,0.00017664,1270,7618169,7618177,8:30:32 PM,TRUE,TRUE,77.01
6097722,0.00017647,4,7618178,7618178,8:30:32 PM,TRUE,TRUE,76.84
6097723,0.00017621,11,7618179,7618184,8:30:32 PM,TRUE,TRUE,76.58
6097724,0.00017512,267,7618185,7618186,8:30:32 PM,TRUE,TRUE,75.49
6097725,0.000175,434,7618187,7618187,8:30:32 PM,TRUE,TRUE,75.37
6097726,0.00017479,57,7618188,7618188,8:30:32 PM,TRUE,TRUE,75.16
6097727,0.00019,62,7618189,7618189,8:30:32 PM,FALSE,TRUE,90.40
6097728,0.00019,4,7618190,7618190,8:30:32 PM,FALSE,TRUE,90.40
6097729,0.00019,209,7618191,7618191,8:30:32 PM,FALSE,TRUE,90.40
6097730,0.00019,52,7618192,7618192,8:30:32 PM,FALSE,TRUE,90.40
6097731,0.00018594,3,7618193,7618193,8:30:32 PM,TRUE,TRUE,86.33
6097732,0.00019,106,7618194,7618194,8:30:32 PM,FALSE,TRUE,90.40
6097733,0.00019,2,7618195,7618195,8:30:32 PM,FALSE,TRUE,90.40
6097734,0.00019,11,7618196,7618196,8:30:32 PM,FALSE,TRUE,90.40
6097735,0.00019,36,7618197,7618197,8:30:32 PM,FALSE,TRUE,90.40
6097736,0.00019,12,7618198,7618198,8:30:32 PM,FALSE,TRUE,90.40
6097737,0.00019,1,7618199,7618199,8:30:32 PM,FALSE,TRUE,90.40
6097738,0.00019,5,7618200,7618200,8:30:32 PM,FALSE,TRUE,90.40
6097739,0.00018999,34,7618201,7618201,8:30:32 PM,FALSE,TRUE,90.39
6097740,0.00018594,199,7618202,7618202,8:30:32 PM,TRUE,TRUE,86.33
6097741,0.00018999,6,7618203,7618203,8:30:32 PM,FALSE,TRUE,90.39
6097742,0.00018999,220,7618204,7618204,8:30:32 PM,FALSE,TRUE,90.39
6097743,0.00019,91,7618205,7618205,8:30:32 PM,FALSE,TRUE,90.40
6097744,0.00019,3,7618206,7618206,8:30:32 PM,FALSE,TRUE,90.40
6097745,0.00019,21,7618207,7618207,8:30:32 PM,FALSE,TRUE,90.40
6097746,0.00019,66,7618208,7618208,8:30:32 PM,FALSE,TRUE,90.40
6097747,0.00019,5,7618209,7618209,8:30:32 PM,FALSE,TRUE,90.40
6097748,0.00019,10,7618210,7618210,8:30:32 PM,FALSE,TRUE,90.40
6097749,0.00019,1,7618211,7618211,8:30:32 PM,FALSE,TRUE,90.40
6097750,0.00019,28,7618212,7618212,8:30:32 PM,FALSE,TRUE,90.40
6097751,0.00019,5,7618213,7618213,8:30:32 PM,FALSE,TRUE,90.40
6097752,0.00018999,202,7618214,7618214,8:30:32 PM,FALSE,TRUE,90.39
6097753,0.00019,58,7618215,7618215,8:30:32 PM,FALSE,TRUE,90.40
6097754,0.00018594,102,7618216,7618216,8:30:32 PM,TRUE,TRUE,86.33
6097755,0.00019,1,7618217,7618217,8:30:32 PM,FALSE,TRUE,90.40
6097756,0.00019,1,7618218,7618218,8:30:32 PM,FALSE,TRUE,90.40
6097757,0.00018594,11,7618219,7618219,8:30:32 PM,TRUE,TRUE,86.33
6097758,0.00018319,4,7618220,7618221,8:30:32 PM,TRUE,TRUE,83.58
6097759,0.00017492,27,7618222,7618222,8:30:32 PM,TRUE,TRUE,75.29
6097760,0.00019,514,7618223,7618223,8:30:32 PM,FALSE,TRUE,90.40
6097761,0.00019,1,7618224,7618224,8:30:32 PM,FALSE,TRUE,90.40
6097762,0.00019,4,7618225,7618225,8:30:32 PM,FALSE,TRUE,90.40
6097763,0.00018999,22,7618226,7618226,8:30:32 PM,FALSE,TRUE,90.39
6097764,0.00018283,10,7618227,7618227,8:30:32 PM,TRUE,TRUE,83.21
6097765,0.00018999,2,7618228,7618228,8:30:32 PM,FALSE,TRUE,90.39
6097766,0.00018999,1,7618229,7618229,8:30:32 PM,FALSE,TRUE,90.39
6097767,0.00018999,17,7618230,7618230,8:30:32 PM,FALSE,TRUE,90.39
6097768,0.00018999,3,7618231,7618231,8:30:32 PM,FALSE,TRUE,90.39
6097769,0.00018999,1,7618232,7618232,8:30:32 PM,FALSE,TRUE,90.39
6097770,0.00018999,12,7618233,7618233,8:30:32 PM,FALSE,TRUE,90.39
6097771,0.00018999,40,7618234,7618234,8:30:32 PM,FALSE,TRUE,90.39
6097772,0.00018999,4,7618235,7618235,8:30:32 PM,FALSE,TRUE,90.39
6097773,0.00019,101,7618236,7618236,8:30:32 PM,FALSE,TRUE,90.40
6097774,0.00019,2,7618237,7618237,8:30:32 PM,FALSE,TRUE,90.40
6097775,0.00019,10,7618238,7618238,8:30:32 PM,FALSE,TRUE,90.40
6097776,0.0001858,19,7618239,7618239,8:30:32 PM,TRUE,TRUE,86.19
6097777,0.00019,13,7618240,7618240,8:30:32 PM,FALSE,TRUE,90.40
6097778,0.00019,121,7618241,7618241,8:30:32 PM,FALSE,TRUE,90.40
6097779,0.00019,33,7618242,7618242,8:30:32 PM,FALSE,TRUE,90.40
6097780,0.00019,5,7618243,7618243,8:30:32 PM,FALSE,TRUE,90.40
6097781,0.00019,2,7618244,7618244,8:30:32 PM,FALSE,TRUE,90.40
6097782,0.00019,6,7618245,7618245,8:30:32 PM,FALSE,TRUE,90.40
6097783,0.00019,3,7618246,7618246,8:30:32 PM,FALSE,TRUE,90.40
6097784,0.00019,4,7618247,7618247,8:30:32 PM,FALSE,TRUE,90.40
6097785,0.00019,17,7618248,7618248,8:30:32 PM,FALSE,TRUE,90.40
6097786,0.00019,5,7618249,7618249,8:30:32 PM,FALSE,TRUE,90.40
6097787,0.00019,23,7618250,7618250,8:30:32 PM,FALSE,TRUE,90.40
6097788,0.00019,1,7618251,7618251,8:30:32 PM,FALSE,TRUE,90.40
6097789,0.00018999,11,7618252,7618252,8:30:32 PM,FALSE,TRUE,90.39
6097790,0.00019,33,7618253,7618253,8:30:32 PM,FALSE,TRUE,90.40
6097791,0.00019,3,7618254,7618254,8:30:32 PM,FALSE,TRUE,90.40
6097792,0.00019,12,7618255,7618255,8:30:32 PM,FALSE,TRUE,90.40
6097793,0.00019,12,7618256,7618256,8:30:32 PM,FALSE,TRUE,90.40
6097794,0.00019,77,7618257,7618257,8:30:32 PM,FALSE,TRUE,90.40
6097795,0.00018581,2,7618258,7618258,8:30:32 PM,TRUE,TRUE,86.20
6097796,0.00019,20,7618259,7618259,8:30:32 PM,FALSE,TRUE,90.40
6097797,0.00019,45,7618260,7618260,8:30:32 PM,FALSE,TRUE,90.40
6097798,0.00019,19,7618261,7618261,8:30:32 PM,FALSE,TRUE,90.40
6097799,0.00019,25,7618262,7618262,8:30:32 PM,FALSE,TRUE,90.40
6097800,0.00019,12,7618263,7618263,8:30:32 PM,FALSE,TRUE,90.40
6097801,0.00019,75,7618264,7618264,8:30:32 PM,FALSE,TRUE,90.40
6097802,0.00018581,16,7618265,7618265,8:30:32 PM,TRUE,TRUE,86.20
6097803,0.00019,16,7618266,7618266,8:30:32 PM,FALSE,TRUE,90.40
6097804,0.00018999,2,7618267,7618267,8:30:32 PM,FALSE,TRUE,90.39
6097805,0.00019,114,7618268,7618268,8:30:32 PM,FALSE,TRUE,90.40
6097806,0.00019,1,7618269,7618269,8:30:32 PM,FALSE,TRUE,90.40
6097807,0.00019,38,7618270,7618270,8:30:32 PM,FALSE,TRUE,90.40
6097808,0.00019,12,7618271,7618271,8:30:32 PM,FALSE,TRUE,90.40
6097809,0.00018999,16,7618272,7618272,8:30:32 PM,FALSE,TRUE,90.39
6097810,0.00019,6,7618273,7618273,8:30:32 PM,FALSE,TRUE,90.40
6097811,0.00019,4,7618274,7618274,8:30:32 PM,FALSE,TRUE,90.40
6097812,0.00019,11,7618275,7618275,8:30:32 PM,FALSE,TRUE,90.40
6097813,0.00019,15,7618276,7618276,8:30:32 PM,FALSE,TRUE,90.40
6097814,0.00019,4,7618277,7618277,8:30:32 PM,FALSE,TRUE,90.40
6097815,0.00019,19,7618278,7618278,8:30:32 PM,FALSE,TRUE,90.40
6097816,0.00019,4,7618279,7618279,8:30:32 PM,FALSE,TRUE,90.40
6097817,0.00019,2,7618280,7618280,8:30:32 PM,FALSE,TRUE,90.40
6097818,0.00018581,17,7618281,7618281,8:30:32 PM,TRUE,TRUE,86.20
6097819,0.00019,1,7618282,7618282,8:30:32 PM,FALSE,TRUE,90.40
6097820,0.00018581,144,7618283,7618283,8:30:32 PM,TRUE,TRUE,86.20
6097821,0.00019,165,7618284,7618284,8:30:32 PM,FALSE,TRUE,90.40
6097822,0.00019,30,7618285,7618285,8:30:32 PM,FALSE,TRUE,90.40
6097823,0.00019,17,7618286,7618286,8:30:32 PM,FALSE,TRUE,90.40
6097824,0.00019,16,7618287,7618287,8:30:32 PM,FALSE,TRUE,90.40
6097825,0.00018581,10,7618288,7618288,8:30:32 PM,TRUE,TRUE,86.20
6097826,0.00018581,126,7618289,7618289,8:30:32 PM,TRUE,TRUE,86.20
6097827,0.0001858,2,7618290,7618290,8:30:32 PM,TRUE,TRUE,86.19
6097828,0.00018385,542,7618291,7618300,8:30:32 PM,TRUE,TRUE,84.24
6097829,0.00018358,7,7618301,7618301,8:30:32 PM,TRUE,TRUE,83.97
6097830,0.00018283,150,7618302,7618303,8:30:32 PM,TRUE,TRUE,83.21
6097831,0.00018,54,7618304,7618304,8:30:32 PM,TRUE,TRUE,80.38
6097832,0.00017989,31,7618305,7618306,8:30:32 PM,TRUE,TRUE,80.27
6097833,0.00017988,938,7618307,7618307,8:30:32 PM,TRUE,TRUE,80.26
6097834,0.00018999,17,7618308,7618308,8:30:32 PM,FALSE,TRUE,90.39
6097835,0.00019,290,7618309,7618309,8:30:32 PM,FALSE,TRUE,90.40
6097836,0.00019,1,7618310,7618310,8:30:32 PM,FALSE,TRUE,90.40
6097837,0.00017988,54,7618311,7618311,8:30:32 PM,TRUE,TRUE,80.26
6097838,0.00019,7,7618312,7618312,8:30:32 PM,FALSE,TRUE,90.40
6097839,0.00017988,22,7618313,7618313,8:30:32 PM,TRUE,TRUE,80.26
6097840,0.00019,6,7618314,7618314,8:30:32 PM,FALSE,TRUE,90.40
6097841,0.00018582,15,7618315,7618315,8:30:32 PM,TRUE,TRUE,86.21
6097842,0.00018582,6,7618316,7618316,8:30:32 PM,TRUE,TRUE,86.21
6097843,0.00018998,12,7618317,7618317,8:30:32 PM,FALSE,TRUE,90.38
6097844,0.00018998,47,7618318,7618318,8:30:32 PM,FALSE,TRUE,90.38
6097845,0.00018707,3,7618319,7618319,8:30:32 PM,TRUE,TRUE,87.46
6097846,0.00018718,15,7618320,7618320,8:30:32 PM,FALSE,TRUE,87.57
6097847,0.00018718,29,7618321,7618321,8:30:32 PM,FALSE,TRUE,87.57
6097848,0.00018718,1,7618322,7618322,8:30:32 PM,FALSE,TRUE,87.57
6097849,0.00018718,15,7618323,7618323,8:30:32 PM,FALSE,TRUE,87.57
6097850,0.00018718,5,7618324,7618324,8:30:32 PM,FALSE,TRUE,87.57
6097851,0.00018718,145,7618325,7618325,8:30:32 PM,FALSE,TRUE,87.57
6097852,0.00018998,221,7618326,7618326,8:30:32 PM,FALSE,TRUE,90.38
6097853,0.00019,613,7618327,7618327,8:30:32 PM,FALSE,TRUE,90.40
6097854,0.00019,170,7618328,7618328,8:30:32 PM,FALSE,TRUE,90.40
6097855,0.00019,313,7618329,7618329,8:30:32 PM,FALSE,TRUE,90.40
6097856,0.00018708,315,7618330,7618330,8:30:32 PM,TRUE,TRUE,87.47
6097857,0.00018707,47,7618331,7618335,8:30:32 PM,TRUE,TRUE,87.46
6097858,0.00019,1,7618336,7618336,8:30:32 PM,FALSE,TRUE,90.40
6097859,0.00019,2,7618337,7618337,8:30:32 PM,FALSE,TRUE,90.40
6097860,0.00019,209,7618338,7618338,8:30:32 PM,FALSE,TRUE,90.40
6097861,0.00019,1,7618339,7618339,8:30:32 PM,FALSE,TRUE,90.40
6097862,0.00019,51,7618340,7618340,8:30:32 PM,FALSE,TRUE,90.40
6097863,0.00018707,2,7618341,7618341,8:30:32 PM,TRUE,TRUE,87.46
6097864,0.00018999,3,7618342,7618342,8:30:32 PM,FALSE,TRUE,90.39
6097865,0.00018707,3,7618343,7618343,8:30:32 PM,TRUE,TRUE,87.46
6097866,0.00018999,18,7618344,7618344,8:30:32 PM,FALSE,TRUE,90.39
6097867,0.00019,163,7618345,7618345,8:30:32 PM,FALSE,TRUE,90.40
6097868,0.00019,6,7618346,7618346,8:30:32 PM,FALSE,TRUE,90.40
6097869,0.00019,263,7618347,7618347,8:30:32 PM,FALSE,TRUE,90.40
6097870,0.00019,33,7618348,7618348,8:30:32 PM,FALSE,TRUE,90.40
6097871,0.00019,2,7618349,7618349,8:30:32 PM,FALSE,TRUE,90.40
6097872,0.00018999,1,7618350,7618350,8:30:32 PM,FALSE,TRUE,90.39
6097873,0.00018739,2,7618351,7618351,8:30:32 PM,TRUE,TRUE,87.78
6097874,0.00018708,25,7618352,7618352,8:30:32 PM,TRUE,TRUE,87.47
6097875,0.00018999,1,7618353,7618353,8:30:32 PM,FALSE,TRUE,90.39
6097876,0.00018999,15,7618354,7618354,8:30:32 PM,FALSE,TRUE,90.39
6097877,0.00018999,298,7618355,7618355,8:30:32 PM,FALSE,TRUE,90.39
6097878,0.00019,1268,7618356,7618356,8:30:32 PM,FALSE,TRUE,90.40
6097879,0.00019,5,7618357,7618357,8:30:32 PM,FALSE,TRUE,90.40
6097880,0.00019,40,7618358,7618358,8:30:32 PM,FALSE,TRUE,90.40
6097881,0.0001874,42,7618359,7618359,8:30:32 PM,TRUE,TRUE,87.79
